keyword,lat,lng
Sealine res,25.242626,51.532919
Shara hotel,25.462258,51.396013
Sherbone s,25.335421,51.512004
Sherbone sch,25.335421,51.512004
Sherbone scho,25.335421,51.512004
Sherbone scholl,25.335421,51.512004
Sherbone schoo,25.335421,51.512004
Sherbone school,25.335421,51.512004
Sherbone school ,25.335421,51.512004
Sherbone school al,25.335421,51.512004
Sherbone school al ,25.335421,51.512004
Sherbone school al raya,25.335421,51.512004
Sherbone school al rayan,25.335421,51.512004
Sherbone sxh,25.335421,51.512004
Sherbonr s,25.335443,51.511957
Sherborne ban,25.325053,51.530227
Sherborne bani,25.325053,51.530227
Sherborne bani ,25.325053,51.530227
Sidra h,25.293662,51.513425
Sidra ho,25.293662,51.513425
Sidra hos,25.293662,51.513425
Sidra hosp,25.293662,51.513425
Sidra hospi,25.293662,51.513425
Sidra hospit,25.293662,51.513425
Sidra hospita,25.293662,51.513425
Sidra hospital,25.293662,51.513425
Sidra hospital ,25.262168,51.541849
Sidra hospital ,25.293662,51.513425
Sidra hospital building A,25.262168,51.541849
Sidra hospital p,25.293662,51.513425
Sidra hospital pl,25.293662,51.513425
Sidra hospital pla,25.293662,51.513425
Sidra hospital plaza,25.293662,51.513425
Sidra hospital plaza ,25.293662,51.513425
Sidra hospital plaza A,25.293662,51.513425
Sidra hospital t,25.262168,51.541849
Sidra hospital to,25.262168,51.541849
Sidra hospital tow,25.262168,51.541849
Sidra hospital towe,25.262168,51.541849
Sidra hospital tower,25.262168,51.541849
Sidra hospital tower ,25.262168,51.541849
Sidra hospital tower A,25.262168,51.541849
Sidra hospital towerA,25.262168,51.541849
Solo Float Center,25.320872,51.528652
Souq wa,25.1970372,51.5029376
Souq wak,25.1970372,51.5029376
Souq wakrah,25.1970335,51.5029321
Souq waq,25.1972122,51.5029447
Souq waqr,25.1971999,51.5029562
Souq waqra,25.1971999,51.5029562
South Marina Yacht Club,25.304846,51.496004
Street 1,25.299597,51.419171
Street 18,25.299597,51.419171
Street 18 ,25.299597,51.419171
Street 18 i,25.299597,51.419171
Street 18 in,25.299597,51.419171
Street 18 ind,25.299597,51.419171
Street 18 indu,25.299597,51.419171
Street 18 indus,25.299597,51.419171
Street 18 indust,25.299597,51.419171
Street 18 industr,25.299597,51.419171
Street 18 industri,25.299597,51.419171
Street 18 industria,25.299597,51.419171
Street 18 industrial,25.299597,51.419171
Street 18 industrial ,25.299597,51.419171
Street 18 industrial a,25.299597,51.419171
Street 18 industrial ar,25.299597,51.419171
Street 18 industrial are,25.299597,51.419171
Street 18 industrial area,25.299597,51.419171
Street 18 industrial area,25.300377,51.420577
Street 950 Zone 51 Building No 38,25.4808691,51.382838
Street q,25.299597,51.419171
TWO t,25.341116,51.50478
TWO to,25.341116,51.50478
TWO to ,25.341116,51.50478
TWO to s,25.341116,51.50478
TWO to si,25.341116,51.50478
TWO to six,25.341116,51.50478
TWo S,25.341143,51.504803
TWo Si,25.341143,51.504803
TWo Six,25.341143,51.504803
Tanzanian embass,25.2872057,51.5400902
Tanzanian embassy,25.2872106,51.5400588
Texas’s ,25.250572,51.470109
Texas’s w,25.250572,51.470109
Texas’s wa,25.250572,51.470109
Texas’s was,25.250604,51.470074
Texas’s wast,25.250604,51.470074
Teyseer s,25.260993,51.545521
Teyseer se,25.260993,51.545521
Teyseer ser,25.260993,51.545521
Teyseer serv,25.261048,51.545419
Teyseer servi,25.261048,51.545419
Teyseer servic,25.261048,51.545419
Teyseer service,25.261048,51.545419
Teyseer service,25.261095,51.545362
Teyseer service ,25.261048,51.545419
Teyseer service Centr,25.261095,51.545362
Teyseer service Centre,25.261095,51.545362
Teyseer service Centre ,25.261048,51.545419
Teyseer service Centre ,25.261095,51.545362
Teyseer service Centre o,25.261109,51.545351
Teyseer service Centre o,25.261095,51.545362
Teyseer service Centre ol,25.261109,51.545351
Teyseer service Centre ol,25.261095,51.545362
Teyseer service Centre old,25.261109,51.545351
Teyseer service Centre old,25.261095,51.545362
Teyseer service Centre old ,25.261219,51.545621
Teyseer service Centre old ,25.261124,51.545433
Teyseer service Centre old a,25.261219,51.545621
Teyseer service Centre old ai,25.261219,51.545621
Teyseer service Centre old ai,25.261151,51.545486
Teyseer service Centre old air,25.261219,51.545621
Teyseer service c,25.261048,51.545419
Teyseer service ce,25.261048,51.545419
Teyseer service cen,25.261048,51.545419
Teyseer service cent,25.261048,51.545419
Teyseer service centr,25.261048,51.545419
Teyseer service centre,25.261048,51.545419
The m,25.234666,51.550885
The ma,25.234621,51.550932
The mall,25.234621,51.550932
The p,25.158427,51.594931
The pe,25.158427,51.594931
The pea,25.158427,51.594931
The pearl,25.158427,51.594931
Thumama Hea,25.2346367,51.5349567
Thursday a,25.406751,51.394773
Thursday an,25.406751,51.394773
Thursday and,25.406751,51.394773
Thursday and ,25.406751,51.394773
Thursday and Friday m,25.406751,51.394773
Thursday and Friday ma,25.406751,51.394773
Thursday and Friday mar,25.406751,51.394773
Thursday and Friday mark,25.406751,51.394773
Thursday and Friday marke,25.406751,51.394773
Thursday and Friday market,25.406751,51.394773
Thursday and fr,25.406751,51.394773
Thursday and fri,25.406751,51.394773
Thursday and frida,25.406751,51.394773
Thursday and friday,25.406751,51.394773
Touba r,25.406762,51.395013
Touba re,25.406762,51.395013
Touba res,25.406762,51.395013
Touba rest,25.406762,51.395013
Touba resta,25.406762,51.395013
Touba restau,25.406762,51.395013
Touba restaur,25.406762,51.395013
UDC t,25.359459,51.500319
UDC to,25.359459,51.500319
Ukraine e,25.357626,51.514229
Ukraine em,25.357625,51.514308
Ukraine emb,25.357625,51.514308
Ukraine emba,25.357625,51.514308
Ukraine embass,25.357625,51.514382
Ukraine embassy,25.357625,51.514382
Ukraine embassy ,25.357625,51.514382
Umm a,25.1684618,51.5973542
Umm al,25.1684618,51.5973542
Umm al,25.1683584,51.5979303
Umm al ,25.1682741,51.5975443
Umm al ,25.1683584,51.5979303
Umm al g,25.1683585,51.5979303
Umm al gh,25.1683585,51.5979303
Umm al gha,25.1683585,51.5979303
Umm al ghail,25.1683585,51.5979303
Umm al s,25.1682741,51.5975443
Umm al sh,25.1682741,51.5975443
Umm al shu,25.1682117,51.5977
Umm al shuw,25.1682341,51.5976996
Umm in,25.1512091,51.6064245
Umm inth,25.1512091,51.6064245
Umm intha,25.1512091,51.6064245
Umm l,25.1682209,51.5979424
Umm l,25.1683844,51.5979106
Umm le,25.1682209,51.5979424
Umm le,25.1683844,51.5979106
Umm leb,25.1683853,51.5979108
Umm leg,25.168224,51.5979381
Unique vill,25.3115494,51.4603749
Unique villa,25.3115494,51.4603749
Vatan market,25.2824063,51.5446031
Vendom m,25.313489,51.402653
Vendom ma,25.313489,51.402653
Vendom mall,25.313489,51.402653
Vendome m,25.28333,51.551845
Vendome ma,25.28333,51.551845
Vendome mall,25.28333,51.551845
Waco’s ,0.0,0.0
Wadi a,25.1509686,51.6064207
Wadi al,25.1509686,51.6064207
Wadi w,25.1684824,51.5978541
Wadi wa,25.1684741,51.5978529
Wadi war,25.1684741,51.5978529
Wadi warg,25.1684741,51.5978529
Wadi warga,25.1684741,51.5978529
Wakra Souq,25.307746,51.476653
Wakra b,25.170617,51.591017
Wakra be,25.170657,51.591129
Wakra bea,25.170657,51.591129
Wakra beac,25.170657,51.591129
Wakra beach,25.170701,51.591232
Wakra s,25.307746,51.476653
Wakra so,25.307746,51.476653
Wakra sou,25.307746,51.476653
Wakra souq,25.307746,51.476653
Wathan  m,25.2829775,51.4551365
Wathan  ma,25.2829775,51.4551365
Wathan  mall,25.2828817,51.4546091
West w,25.267748,51.525528
West wa,25.406751,51.394773
West wa,25.267748,51.525528
West walk,25.406751,51.394773
West walk,25.267748,51.525528
Woqod Petrol Station - Al Thumama2,25.3167308,51.4812992
م,25.3167308,51.4812992
محطة وقود,25.3175038,51.4812227
ZUHAIR B,25.2630407,51.5001617
ZUHAIR BIN ,25.2630407,51.5001617
ZUHAIR BIN A,25.2630407,51.5001617
ZUHAIR BIN AW,25.2630407,51.5001617
ZUHAIR BIN AWF,25.2630407,51.5001617
ZUHAIR BIN AWR,25.2630407,51.5001617
Zaithoon a,25.2627,51.53718
Zaithoon and,25.2627,51.53718
Zaithoon and ,25.2627,51.53718
Zaithoon as,25.262698,51.537236
Zaithoon asa,25.262698,51.537304
Zaithoon salwa,25.262696,51.537384
Zarka street,25.261507,51.423016
Zone ce,25.158479,51.594813
Zone cent,25.158479,51.594813
a Siri ,25.254412,51.524686
a Siri u,25.254412,51.524686
a Siri un,25.254412,51.524686
a Siri und,25.254412,51.524686
a Siri unde,25.254412,51.524686
a Siri under,25.254412,51.524686
a Siri underp,25.254412,51.524686
a Siri underpa,25.254406,51.524695
a Siri underpass,25.254406,51.524695
a hotel,25.46224,51.395957
a sa,25.2348694,51.5613848
aafia me,25.2331718,51.5953279
aba al ekresh stŕeet ,25.235546,51.5045626
aba al ekresh stŕeet ,25.2355484,51.5045687
aba al ekresh stŕeet  720,25.2355512,51.504561
abc h,25.2313796,51.442658
abc li,25.218502,51.4375402
abc lig,25.2184887,51.4375368
abc light,25.2184818,51.4375399
abc lights,25.2184818,51.4375399
abdul rah,25.166364,51.604711
abdul rahman,25.166364,51.604711
abdul rahman al,25.166364,51.604711
abdul rahman althani,25.166364,51.604711
abdul rahman althani ,25.166364,51.604711
abdul rahman althani kos,25.166364,51.604711
abdul rahman althani kosq,25.166364,51.604711
abdul rahman althani kosqu,25.166364,51.604711
abdul rahman althani kosque,25.166364,51.604711
abdul rahman althani mos,25.166364,51.604711
abdul rahman althani mosq,25.166364,51.604711
abdul rahman althani mosqu,25.166364,51.604711
abdul rahman althani mosque,25.166364,51.604711
abdul rahman althani mosque ,25.166364,51.604711
abdul rahman althani mosque w,25.166364,51.604711
abdul rahman althani mosque wak,25.166364,51.604711
abdul rahman althani mosque wakra,25.166364,51.604711
abdulla bin ,25.2716347,51.5107587
abdulla bin r,25.2716347,51.5107587
abdulla bin rawa,25.2716377,51.5107531
abdulla bin rawah,25.2716377,51.5107531
abdulla bin rawah,25.2715333,51.5109456
abdulla bin rawaha,25.2716377,51.5107531
abdullah bin anees,25.2516156,51.5472044
abdullah m,25.166366,51.60465
abdullah m ,25.166366,51.60465
abdullah m ab,25.166366,51.60465
abdullah m abdu,25.166366,51.60465
abdullah m abdul,25.166366,51.60465
abdullah m abdul ,25.166366,51.60465
abdullah m abdul ra,25.166366,51.60465
abdullah m abdul rahman,25.166366,51.60465
abdullah m abdul rahman ,25.166366,51.60465
abdullah m abdul rahman al,25.166366,51.60465
abdullah m abdul rahman althani,25.166366,51.60465
abdullah m abdul rahman althani ,25.166366,51.60465
abdullah m abdul rahman althani mos,25.166366,51.60465
abdullah m abdul rahman althani mosqu,25.166366,51.60465
abdullah m abdul rahman althani mosque,25.166366,51.60465
abdullah m abdul rahman aly,25.166366,51.60465
abdullah m abdul rahman alyhank,25.166366,51.60465
abu Shadab ,25.264464,51.5184
abu a,25.264666,51.51822
abu a,25.264641,51.518315
abu ah,25.264666,51.51822
abu aha,25.264666,51.51822
abu ahad,25.264644,51.518292
abu ahad,25.264641,51.518315
abu ahadd,25.264644,51.518292
abu ahadd,25.264641,51.518315
abu ahadda,25.264644,51.518292
abu ahadda,25.264641,51.518315
abu ahaddad,25.264644,51.518292
abu ahaddad,25.264641,51.518315
abu ahaddad ,25.264695,51.518309
abu al a,25.2646209,51.5183734
abu al alaa,25.2646209,51.5183734
abu h,25.16016960144043,51.603302001953125
abu h,25.160808,51.597538
abu h,25.1608082,51.5975381
abu h,25.324412,51.438079
abu ha,24.9639866,51.5709046
abu ha,25.160808,51.597538
abu ha,25.4746219,51.3931672
abu ha,25.32441,51.438082
abu ha,25.324412,51.438079
abu ham,25.4745572,51.3931847
abu ham,25.32441,51.438082
abu ham,25.324412,51.438079
abu hamir,25.324415,51.438082
abu hamo,25.4745572,51.3931847
abu hamo,25.32441,51.438082
abu hamo,25.324412,51.438079
abu hamou,25.32441,51.438082
abu hamou,25.324412,51.438079
abu hamour,25.4745485,51.3931855
abu hamour,25.32441,51.438082
abu hamour,25.324412,51.438079
abu hamu,24.9639866,51.5709046
abu hamur,24.9639866,51.5709046
abu hamur ,24.9639866,51.5709046
abu hamur ,24.9639886,51.5709023
abu hamur Q,24.9639866,51.5709031
abu hamur QD,24.9639866,51.5709031
abu hamur QD,24.9639886,51.5709023
abu hamur QDC,24.9639867,51.5709039
abu hamur a,24.9639888,51.5709022
abu hamur an,24.9639888,51.5709022
abu hamur ansa,24.9639888,51.5709022
abu hamur ansar,24.9639888,51.5709022
abu hamur ansar ,24.9639888,51.5709022
abu hamur ansar ga,24.9639888,51.5709024
abu hamur ansar gala,24.9639888,51.5709024
abu hamur ansar galaler,24.9639888,51.5709024
abu hamur ansar gallery,24.9639888,51.5709024
abu han,25.32441,51.438082
abu s,25.264641,51.518315
abu s,25.318018,51.4787665
abu s,25.2976372,51.4202203
abu said ,25.318018,51.4787665
abu sh,25.264641,51.518315
abu sha,25.264641,51.518315
abu shadd,25.264601,51.518311
abu shadda,25.264601,51.518311
abu shaddad,25.264551,51.518342
abu sl,25.2975078,51.4202299
abu sla,25.2975374,51.4202214
abu slai,25.2975374,51.4202214
address streer,25.264576,51.518358
address street,25.264576,51.518358
agora hotel  ,25.1291986,51.4265988
ahmed b,25.393652,51.521913
ahmed bi,25.393652,51.521913
ahmed bin,25.393598,51.521899
ahmed m,25.281563,51.494592
ahmed ma,25.281563,51.494592
ahmed mag,25.281563,51.494592
ahmed magr,25.281518,51.494619
ahmed magr,25.281536,51.494628
ahmed magra,25.281536,51.494628
ahmed magrab,25.281536,51.494628
ahmed magrabi,25.281536,51.494628
ahmed magri,25.281536,51.494628
ahmed magrib,25.281536,51.494628
ain Khalid,25.204863,51.550423
ain Khalid ,25.254295,51.536731
ain a,25.391092,51.515284
ain al,25.390899,51.515035
ain alb,25.390899,51.515035
ain alba,25.390899,51.515035
ain albas,25.391091,51.515294
ain albash,25.391091,51.515294
ain albasha,25.391091,51.515294
ain g,25.162093,51.607417
ain gar,25.162093,51.607417
ain gard,25.162108,51.607424
ain k,25.161537,51.48883
ain k,25.254295,51.536731
ain k,25.252803,51.553852
ain k,25.319514,51.435205
ain kh,25.252803,51.553852
ain kh,25.319514,51.435205
ain kha,25.319469,51.435016
ain khal,25.319469,51.435016
ain khaled,25.161537,51.48883
ain khali,25.319469,51.435016
ain khalid,25.2032661,51.5482777
ain khalid,25.31942,51.434836
air c,25.236645,51.573087
air ca,25.236645,51.573087
air car,25.236486,51.573178
air carg,25.236331,51.573265
air cargo,25.236181,51.573344
airport p,25.2805433,51.506475
airport pr,25.2805433,51.506475
airport pri,25.2805433,51.506475
ak k,25.3222385,51.4999333
ak kh,25.3222385,51.4999333
ak kha,25.3222385,51.4999333
ak khai,25.3222385,51.4999333
ak khair,25.3222385,51.4999333
al Fardan ,25.2376323,51.4909109
al Meera ,25.2348083,51.5349783
al Meera Thuma,25.2348083,51.5349783
al Nabith,25.240495,51.569873
al Numan ,25.264677,51.518365
al Numan s,25.264677,51.518365
al Numan st,25.264677,51.518365
al Numan str,25.264677,51.518365
al Numan stree,25.264677,51.518365
al Numan street,25.264677,51.518365
al Re,25.225069,51.424952
al Ref,25.225069,51.424952
al Refaa ,25.225069,51.424952
al Refaa towe,25.225069,51.424952
al Refaa tower,25.225069,51.424952
al Rev,25.225069,51.424952
al Reva's ,25.225069,51.424952
al Saad,25.059525,51.58941
al Saad,25.2639559,51.5085658
al Saad ,25.06302,51.580899
al Saad ,25.063224,51.580353
al Saad ,25.2639558,51.5085679
al Saad ,25.2639561,51.5085682
al Saad ,25.2639559,51.5085658
al Saad 11,25.2639561,51.5085682
al Saad fa,25.2639539,51.5085666
al Saad family ,25.2639539,51.5085666
al Saad family court ,25.2639539,51.5085666
al Saad family court ,25.2639498,51.5085664
al Saad famli,25.2639539,51.5085666
al Shaheen ,25.7070713,51.529798
al a,25.2716334,51.5107518
al a,25.1684892,51.5981018
al a,25.2716334,51.5107557
al a,25.3192599,51.4944374
al a,25.317052,51.4949764
al a,25.235737,51.482773
al a,25.267928,51.514201
al a,25.1608138,51.5975366
al a,25.1608041,51.5975351
al a,25.1608044,51.5975354
al a,25.339032,51.477628
al a,25.301996,51.420399
al a,25.266538,51.448947
al a,25.1911739,51.4674069
al ab,25.160806,51.5975364
al abu,25.160806,51.5975364
al abuu,25.160806,51.5975364
al abuuha,25.1608064,51.5975365
al ah,25.2716334,51.5107518
al ah,25.3389468,51.4305941
al ah,25.2716334,51.5107557
al ah,25.3192599,51.4944374
al ah,25.2713279,51.5117072
al ah,25.26662,51.449118
al ahl,25.26662,51.449118
al ahli,25.3389468,51.4305941
al ahmad,25.2716334,51.5107557
al ahmadi,25.2716334,51.5107557
al ahn,25.3192599,51.4944374
al ahnn,25.3192506,51.4944346
al ahnna,25.3192506,51.4944346
al ahnnaf,25.3192318,51.4944218
al ahqa,25.2716335,51.5107529
al ahqa,25.2713279,51.5117072
al ahqaf,25.2716335,51.5107529
al ahqaf,25.2713648,51.5116634
al aker,25.248739,51.471628
al ali,25.317052,51.4949764
al ali ,25.317052,51.4949745
al ali engi,25.317052,51.4949745
al ali engineering ,25.3170504,51.494975
al am,25.188352,51.602644
al am,25.1608044,51.5975354
al am,25.339032,51.477628
al ama,25.188352,51.602644
al amar,25.188352,51.602644
al ame,25.339032,51.477628
al amee,25.339032,51.477628
al ameen,25.297238,51.498639
al ameen ,25.319648,51.500898
al ameen b,25.297238,51.498639
al ameen bu,25.319625,51.500842
al ameen bu,25.297238,51.498639
al ameen buu,25.297238,51.498639
al ameen buuf,25.297238,51.498639
al ameen buul,25.319625,51.500842
al ameen buuld,25.297238,51.498639
al ameen buuldi,25.297238,51.498639
al ameen buulding,25.297238,51.498639
al amu,25.1608041,51.5975351
al amur,25.1608044,51.5975354
al an,25.1684892,51.5981018
al anda,25.1684776,51.5981608
al andal,25.1684775,51.5981748
al andalu,25.1684833,51.598174
al ar,25.235737,51.482773
al ar,25.267928,51.514201
al ara,25.267928,51.514201
al arab,25.235861,51.482663
al arab,25.267928,51.514201
al arabi,25.267928,51.514201
al arabi ,25.235861,51.482663
al arabi ,25.267928,51.514201
al arabi s,25.236235,51.482334
al arabi s,25.267928,51.514201
al arabi sp,25.236235,51.482334
al arabi sp,25.267928,51.514201
al arabi spo,25.236354,51.482229
al arabi spo,25.267928,51.514201
al arabi spor,25.267928,51.514201
al arabi sport,25.236354,51.482229
al arabi sport,25.267928,51.514201
al arabi sport ,25.236354,51.482229
al arabi sport c,25.236478,51.482119
al arabi sport c,25.237824,51.480907
al arabi sport cl,25.236601,51.482011
al arabi sport club,25.236601,51.482011
al arabi sport cu,25.236478,51.482119
al arabi sports,25.267928,51.514201
al arabi sports ,25.267928,51.514201
al arabi sports c,25.267928,51.514201
al arabi sports cl,25.267928,51.514201
al arabi sports clu,25.267928,51.514201
al arabi sports club,25.267928,51.514201
al as,25.301996,51.420399
al asee,25.301996,51.420399
al aseel,25.301996,51.420399
al aseel ,25.301996,51.420399
al aseel h,25.301996,51.420399
al aseel ho,25.301996,51.420399
al aseel hot,25.301996,51.420399
al aseel hotel ,25.301996,51.420399
al asi,25.301996,51.420399
al asil,25.301996,51.420399
al asm,25.4196434,51.4753402
al asmak ma,25.4196434,51.4753443
al asmak mall,25.4196434,51.4753443
al at,25.1911739,51.4674069
al ath,25.1911739,51.4674069
al athi,25.190888,51.4664237
al athig,25.190888,51.4664237
al athiga,25.190888,51.4664237
al athiya,25.1908845,51.4664194
al azeera land,25.2672176,51.5173036
al b,25.2977281,51.4201204
al ba,25.250839,51.513064
al ba,25.2977281,51.4201204
al bar,25.2977168,51.4201136
al bar,25.297689,51.4201133
al bari,25.2977168,51.4201136
al bari,25.297689,51.4201133
al bariy,25.297711,51.4201078
al bariys,25.2976872,51.4201097
al bariys,25.297689,51.4201133
al bariysa,25.2976872,51.4201097
al bat,25.250839,51.513064
al bat,25.2647542,51.5182662
al bateel,25.2647471,51.5182294
al bateel street,25.2647538,51.518211
al bateel street,25.2647554,51.5182033
al bath,25.250839,51.513064
al bathe,25.250898,51.513157
al bathee,25.250898,51.513157
al batheel,25.250961,51.51325
al batheel ,25.250961,51.51325
al batheel s,25.251089,51.513422
al batheel sa,25.251089,51.513422
al batheel sal,25.251144,51.513501
al batheel salw,25.251199,51.513579
al batheel salwa,25.251199,51.513579
al batheel salwa ,25.251313,51.513745
al batheel salwa r,25.251346,51.513805
al batheel salwa roa,25.251346,51.513805
al batheel salwa roa,25.251627,51.515609
al batheel salwa road,25.251346,51.513805
al bayt,25.2678717,51.5452237
al bayt ,25.2678812,51.5450636
al bayt ,25.267865,51.5451458
al bayt pa,25.2678534,51.5451872
al bayt par,25.2678534,51.5451872
al bayt s,25.267865,51.5451458
al bayt sta,25.267865,51.5451458
al bayt stad,25.2678401,51.5449138
al bayt stadiu,25.2678401,51.5449138
al bed,25.2328409,51.5949497
al bedaiya,25.2328365,51.5949759
al bedi,25.2328409,51.5949497
al bedil,25.2328409,51.5949497
al bediya,25.2328479,51.5949489
al bl,25.2976736,51.4201215
al bl,25.2976684,51.4201433
al bu,25.1608072,51.597537
al buha,25.1608077,51.5975375
al buu,25.1608072,51.597537
al buuha,25.1608064,51.5975365
al buuha ,25.1608066,51.5975368
al buuha h,25.1608066,51.5975368
al d,25.1684023,51.5978885
al d,25.066828,51.571161
al da,25.6839266,51.5050132
al da,25.066828,51.571161
al daa,25.066828,51.571161
al daad,25.066828,51.571161
al daki,25.6839266,51.5050132
al dalo,25.1326482,51.4273771
al daloo,25.1326385,51.4274
al dee,25.1684023,51.5978885
al deem,25.1684019,51.5978863
al deema,25.1684019,51.5978863
al duw,25.2975567,51.4202484
al duwa,25.2975567,51.4202484
al duwak,25.2975573,51.4202483
al duwakh,25.2975573,51.4202483
al duwakhi,25.2975573,51.4202483
al duwakhil,25.2975574,51.4202483
al duwq,25.297549,51.420243
al duwq,25.2975567,51.4202484
al duwqkhi,25.2975556,51.4202479
al duwqkhil,25.2975556,51.4202479
al egla ,25.3891517,51.50807
al egla 69,25.3891517,51.50807
al em,25.393003,51.445903
al ema,25.393003,51.445903
al emadi,25.393003,51.445903
al emadi ,25.1577887,51.5542017
al emadi ,25.392415,51.445255
al emadi ,25.391632,51.445636
al emadi hosp,25.1577805,51.5541987
al emadi north,25.391994,51.445454
al emadi ഹോസ്പ്,25.1577805,51.554197
al f,25.3360211,51.3821301
al fa,25.2376325,51.4909109
al farda,25.2376325,51.4909109
al fardan ,25.2883489,51.4441799
al fardan gardens ,25.2883489,51.4441799
al fardees,25.2331966,51.5953488
al fu,25.3360211,51.3821301
al fur,25.3360211,51.3821301
al furjan,25.3360211,51.3821301
al g,25.2901166,51.5068097
al gg,25.290109,51.5068115
al ghassa,25.2901166,51.5068097
al ghassar,25.2901213,51.5068071
al h,25.317156,51.477578
al h,25.348912,51.430739
al h,25.2672176,51.5173036
al h,25.1608041,51.5975351
al ha,25.317156,51.477578
al ha,25.317204,51.476953
al ha,25.317169,51.477009
al ha,25.348912,51.430739
al ha,25.2672176,51.5173036
al ha,25.1608138,51.5975366
al ha,25.1608041,51.5975351
al hala,25.168402,51.5978792
al ham,25.348912,51.430739
al ham,25.1608138,51.5975366
al hamal,25.348912,51.430739
al hamal ,25.348912,51.430739
al hamal c,25.348912,51.430739
al hamal car,25.348912,51.430739
al hamal cars,25.348912,51.430739
al haw,25.317156,51.477578
al haw,25.317204,51.476953
al haw,25.317287,51.476948
al hawa,25.317156,51.477578
al hawa,25.317287,51.476948
al haway,25.317156,51.477578
al haway,25.317287,51.476948
al hawaye,25.317195,51.477611
al hawaye,25.317287,51.476948
al hawayer,25.317287,51.476948
al hawayer ,25.317287,51.476948
al hawayer s,25.317287,51.476948
al hawayer st,25.317287,51.476948
al haz,25.2672176,51.5173036
al hazeera,25.2672176,51.5173036
al hazeera ,25.2672176,51.5173036
al hazeera l,25.2672176,51.5173036
al hazeera la,25.2672176,51.5173036
al hazeera lan,25.2672176,51.5173036
al hazeera land,25.2672176,51.5173036
al hu,25.317156,51.477578
al i,25.2716373,51.5107535
al i,25.2784438,51.5214098
al i,25.1683174,51.598082
al i,25.3698361,51.5375792
al ik,25.3698361,51.5375792
al ikh,25.2716349,51.5107582
al ikh,25.2716354,51.5107554
al ikh,25.3698361,51.5375792
al ikhaa,25.2716349,51.5107582
al ikhaa,25.2716354,51.5107554
al itt,25.1683174,51.598082
al itti,25.1683174,51.598082
al j,25.348912,51.430739
al j,25.2737354,51.5030003
al j,25.2672176,51.5173036
al j,25.319122,51.512817
al ja,25.2747173,51.4980484
al ja,25.348912,51.430739
al ja,25.2672176,51.5173036
al ja,25.64311,51.484364
al ja,25.319122,51.512817
al ja,25.372502,51.233094
al jab,25.64311,51.484364
al jabe,25.64311,51.484364
al jaber,25.64311,51.484364
al jaber ,25.64311,51.484364
al jaber en,25.64311,51.484364
al jaber eng,25.64311,51.484364
al jaber engi,25.64311,51.484364
al jaber engin,25.64311,51.484364
al jaber h,25.64311,51.484364
al jaber he,25.64311,51.484364
al jaber hea,25.64311,51.484364
al jam,25.348912,51.430739
al jama,25.348912,51.430739
al jama,25.348865,51.4306
al jamal,25.348912,51.430739
al jamal,25.348865,51.4306
al jamal ,25.348912,51.430739
al jamal ,25.348865,51.4306
al jamal c,25.348912,51.430739
al jamal ca,25.348912,51.430739
al jamal car,25.348912,51.430739
al jamal card,25.348906,51.430667
al jamal card,25.348912,51.430739
al jamal cars,25.348912,51.430739
al jamal cars,25.349893,51.449156
al jamal cars,25.322772,51.480295
al jamal cars ,25.348912,51.430739
al jamal cars st,25.348912,51.430739
al jamal cars str,25.348912,51.430739
al jamal cars stree,25.348912,51.430739
al jamal cars street,25.348912,51.430739
al jamal cars street ,25.348912,51.430739
al jamal cars street 30,25.348912,51.430739
al jamal cars street 30 ,25.348912,51.430739
al jas,25.372502,51.233094
al jass,25.372502,51.233094
al jassa,25.372502,51.233094
al jassaa,25.372502,51.233094
al jassas,25.372502,51.233094
al jassasi,25.372502,51.233094
al jassasiya,25.372502,51.233094
al jassasiya ,25.372502,51.233094
al jassasiya b,25.372502,51.233094
al jassasiya be,25.372502,51.233094
al jassasiya bea,25.372502,51.233094
al jassasiya beach,25.372502,51.233094
al jassasiyah,25.372502,51.233094
al jassasiyah ,25.372502,51.233094
al jassasiyah b,25.372502,51.233094
al jassasiyah be,25.372502,51.233094
al jassasiyah beac,25.372502,51.233094
al jassasiyah beach,25.372502,51.233094
al jawf,25.1292586,51.4264294
al jawf,25.1292007,51.4265185
al jaz,25.1292094,51.4265924
al jaz,25.269075,51.534123
al jaz,25.319122,51.512817
al jaz ,25.1292094,51.4265924
al jazee,25.319122,51.512817
al jazeer,25.269075,51.534123
al jazeer,25.319122,51.512817
al jazeera,25.2672176,51.5173036
al jazeera,25.269057,51.534075
al jazeera,25.319122,51.512817
al jazeera ,25.2672176,51.5173036
al jazeera ,25.26904,51.534015
al jazeera ,25.319122,51.512817
al jazeera l,25.2672176,51.5173036
al jazeera la,25.2672176,51.5173036
al jazeera lan,25.2672176,51.5173036
al jazeera land,25.2672176,51.5173036
al jazeera land ,25.2672176,51.5173036
al jazeera land t,25.2672176,51.5173036
al jazeera land thu,25.2672176,51.5173036
al jazeera land thum,25.2672176,51.5173036
al jazeera land thuma,25.2672176,51.5173036
al jazeera land thumam,25.2672176,51.5173036
al jazeera land thumama,25.2672176,51.5173036
al jazeera p,25.26904,51.534015
al jazeera p,25.319122,51.512817
al jazeera pe,25.26904,51.534015
al jazeera pe,25.319122,51.512817
al jazeera pet,25.26904,51.534015
al jazeera pet,25.319122,51.512817
al jazeera petr,25.26904,51.534015
al jazeera petr,25.319122,51.512817
